,DBA,BORO,Latitude,Longitude,Census Tract
53624,THE LAZY LLAMA COFFEE BAR,Manhattan,40.723377099773,-73.988700593011,3602.0
53773,LIBERTY GRANT CAFE,Brooklyn,40.678844983037,-73.865976133588,118800.0
53839,DUA KAFE,Manhattan,40.730064820016,-73.979502426994,3400.0
54249,PRODIGY COFFEE,Manhattan,40.730091309256004,-74.003214811595,6700.0
54608,HERALD SQUARE CAFE,Manhattan,40.750509164766996,-73.989479170444,10900.0
54744,DESPIERTA CON ENERGIA/HERBALIFE,Queens,40.743890908308,-73.85713301829,43900.0
54944,LAKOU,Brooklyn,40.672067960345004,-73.93080672101499,34700.0
55545,NOUS ESPRESSO BAR,Manhattan,40.807226024381,-73.960766902947,20300.0
55559,CITY COLLEGE: ACADEMIA,Manhattan,40.819189024738,-73.950220866357,21703.0
55571,PENNY HOUSE CAFE,Brooklyn,40.676024514547,-73.963436491851,20500.0
55878,MAGLIA ROSA INDUSTRY CITY,Brooklyn,40.656383094445,-74.005539489314,1800.0
55953,IL TRAMEZZINO,Manhattan,40.727472716915,-74.005480478325,3700.0
56012,VALBONA CAFE,Bronx,40.876580455433995,-73.88687833297,41100.0
56640,DAVIDOVICH BAKERY/BLUEMOON HOTEL,Manhattan,40.718551919388,-73.990000102235,1800.0
56657,STARBUCKS COFFEE #29856,Brooklyn,40.667045269963005,-73.98194420645899,15100.0
56724,TELEGRAPHE CAFE,Manhattan,40.740093189528,-73.995561375817,8700.0
57187,LOUD BABY,Brooklyn,40.656269211870004,-73.960034291582,79802.0
57197,DISNEY STARBUCKS,Manhattan,40.773240108977,-73.98069136319,15300.0
57242,BAKE A BAGEL,Queens,40.720870209291,-73.90433023036701,52500.0
57582,CAFE BEIT,Brooklyn,40.718563488353,-73.95694848293701,51700.0
57686,THE PLATFORM,Brooklyn,40.688680971418,-73.916741039938,39700.0
57945,STARBUCKS (Store #50483),Queens,40.747305487015,-73.941826045575,1900.0
58380,HESTER STREET CAFE,Manhattan,40.722416787816,-73.993224783097,3601.0
58489,STAR MOUNTAIN CAFE,Queens,40.704925654032,-73.799905852626,44601.0
58557,PINOT'S PALETTE,Brooklyn,40.671124408154995,-73.984686420467,13700.0
58770,REFRESH CAFE,Manhattan,40.7576286762,-73.985803477709,11900.0
58793,PRINCE DESSERT AND TEA ROOM,Queens,40.761364237521,-73.832866415562,86900.0
59003,Sonbobs,Queens,40.767261441742,-73.917487192376,6501.0
59093,CREAM COFFEE SHOP,Brooklyn,40.633359562997,-74.02702132841999,6600.0
59182,COFFEE LAND,Brooklyn,40.66992658369001,-73.958223662985,32500.0
59421,PRATT INSTITUTE - HIGGINS HALL (AVI),Brooklyn,40.687810967254,-73.964674004047,19700.0
60070,CIRCLE LINE LIBERTY,Manhattan,40.754482838899,-73.983259509535,9600.0
60104,GRANDLO CAFE,Manhattan,40.716720691836,-73.98560660472299,1402.0
60249,OCD CAFE,Manhattan,40.757866919468,-73.981890615748,9600.0
60255,BLUE STRIPES,Manhattan,40.734787427898,-73.992909594027,6100.0
60733,PLOWSHARES COFFEE,Manhattan,40.800188007602,-73.968059897762,19100.0
60759,BUBBLE COOL,Manhattan,40.762117155864,-73.94962113441,23801.0
60896,REX,Manhattan,40.768844081943,-73.988739781731,13900.0
60939,SALTWATER COFFEE,Manhattan,40.730548723386995,-73.984802604029,4000.0
61079,MILK & HONEY CAFE,Brooklyn,40.634022085772,-73.966489615664,52600.0
61153,CAFE 41,Manhattan,40.749589897731,-73.973765059474,8800.0
61393,CITIZENS OF CHELSEA,Manhattan,40.747803311708005,-74.000469177384,9300.0
61559,MUSE CAFE,Brooklyn,40.66635681319,-73.985321934652,15100.0
61935,ESPRESSO 77,Queens,40.750911834014,-73.889254484113,28700.0
62066,CAFE BUUNNI,Manhattan,40.854598450743,-73.93803382402899,27300.0
62105,URBAN BACKYARD,Manhattan,40.720690483279,-73.99674956778699,4100.0
62302,LITTLE SKIPS,Brooklyn,40.697583546894,-73.93106503767801,39100.0
62415,SEVEN GRAMS CAFFE,Manhattan,40.727384882673995,-74.005516550541,3700.0
62448,MOOD TEA,Brooklyn,40.711298369893,-73.957714285794,52300.0
62686,BOOKERY,Brooklyn,40.653473721166,-74.003063344037,8400.0
62721,LI'L JAYS CAFE,Manhattan,40.770787348849,-73.988533664382,14700.0
63062,MEE CAFE,Manhattan,40.713043175131,-73.990069468057,600.0
63174,GURRA CAFE,Bronx,40.854031708753,-73.88888692222599,39100.0
63331,ONASSIS CAFE,Manhattan,40.723171795356,-74.000894714004,4900.0
64041,SNACK TIME GRILL,Queens,40.699485596646,-73.830627465979,14400.0
64120,YIFANG TAIWAN FRUIT TEA,Queens,40.758862483838,-73.830129371732,87100.0
64216,THE CAFE MARC JACOBS,Manhattan,40.764185772119,-73.970643902747,11401.0
64570,JUDY'S,Brooklyn,40.650531262554004,-74.004677699437,8200.0
64769,HIGHER GROUNDS ASTORIA,Queens,40.771264064941,-73.92252585145,6900.0
65077,CORNER DONUT COFFEE SHOP,Queens,40.603937072983996,-73.752356119092,101001.0
65160,ACE BAGEL CAFE,Queens,40.743721147473,-73.825664292037,80301.0
65391,ALL AMERICAN BAGEL BARISTA II,Queens,40.59864082413,-73.82071872338,107201.0
65518,PASSATEMPO,Brooklyn,40.715620833765,-73.96416500664,55500.0
65643,CUP OF BROOKLYN,Brooklyn,0.0,0.0,
65652,CORADO BREAD & PASTRY,Manhattan,40.782218673136,-73.953581500572,14802.0
66123,THE CENTER FOR FICTION,Brooklyn,40.686782360927,-73.978509781367,3300.0
66173,PLANTED,Brooklyn,40.680586547288,-73.994606314043,7500.0
66194,Jack’s Stir Brew Coffee,Manhattan,40.753984513583,-73.99983035853,9900.0
67182,ALEEF CAFE,Manhattan,40.755784814414,-73.992250423011,11500.0
68058,CULTURE ESPRESSO,Manhattan,40.751842601336996,-73.984855475817,8400.0
68183,AMY'S BREAD (CAFE AT NEW YORK PUBLIC LIBRARY),Manhattan,40.752717680177,-73.981451683438,8400.0
68641,CUTE CAT CAFE,Queens,40.706791488742,-73.897075537237,61301.0
68718,CAFE 1 OF A KIND,Queens,40.772047684943,-73.734315647401,147900.0
68979,SEEDS OF LOVE,Brooklyn,40.678920569187,-73.997541175419,7700.0
69124,STUMPTOWN COFFEE,Brooklyn,40.688927768744,-73.992059901096,4300.0
69576,TAP NYC,Manhattan,40.77771642487,-73.97855614572501,15700.0
69725,CAFE 37,Manhattan,40.750991706433,-73.984711300795,8400.0
69767,TE COMPANY,Manhattan,40.734417088834,-74.00185468108499,7300.0
69902,ASTORIA COFFEE,Queens,40.766949258627,-73.92245507801,7300.0
70726,TOKUYAMA CAFE,Manhattan,40.723935896017,-73.98029441864199,2602.0
70751,AVE'S COFFEE,Manhattan,40.757076035912,-73.979551835916,9600.0
70863,BEAN & BEAN,Manhattan,40.747100618483,-73.997156093356,9100.0
71040,MAZEY'S,Manhattan,40.790574205963004,-73.94834275574199,16600.0
71223,STARBUCKS COFFEE # 7851,Manhattan,40.751091318302,-73.992925898182,10100.0
71252,Filicori-Zecchini,Manhattan,40.794079277123,-73.97221615160599,18300.0
71257,PLANTSHED  CAFE,Manhattan,40.722430524234,-73.993441242345,4300.0
71941,ESTAMINET,Brooklyn,0.0,0.0,
72562,THE CHAMELEON BK,Brooklyn,40.66072973123,-73.960766891812,79802.0
72794,DWEEBS,Brooklyn,40.700427506295,-73.923026840497,42900.0
72836,1080 BREW,Queens,40.694617600346,-73.902417108344,55900.0
